,Date,Open,High,Low,Close,Volume,name,code
0,20180618,1424000,1457000,1415000,1436000,23399,LG생활건강,051900
1,20180619,1411000,1446000,1395000,1409000,28787,LG생활건강,051900
2,20180620,1468000,1497000,1424000,1479000,33455,LG생활건강,051900
3,20180621,1450000,1495000,1449000,1449000,23718,LG생활건강,051900
4,20180622,1427000,1486000,1427000,1480000,19220,LG생활건강,051900
5,20180625,1469000,1485000,1427000,1455000,25136,LG생활건강,051900
6,20180626,1464000,1473000,1437000,1452000,19719,LG생활건강,051900
7,20180627,1423000,1467000,1422000,1433000,22520,LG생활건강,051900
8,20180628,1430000,1452000,1419000,1424000,41415,LG생활건강,051900
9,20180629,1429000,1432000,1396000,1396000,32173,LG생활건강,051900
10,20180702,1400000,1426000,1394000,1398000,25480,LG생활건강,051900
11,20180703,1390000,1413000,1331000,1335000,84971,LG생활건강,051900
12,20180704,1336000,1337000,1320000,1328000,44806,LG생활건강,051900
13,20180705,1332000,1356000,1332000,1354000,37774,LG생활건강,051900
14,20180706,1351000,1359000,1334000,1350000,22438,LG생활건강,051900
15,20180709,1350000,1360000,1331000,1341000,23936,LG생활건강,051900
16,20180710,1342000,1350000,1283000,1287000,46498,LG생활건강,051900
17,20180711,1292000,1308000,1280000,1300000,38123,LG생활건강,051900
18,20180712,1314000,1365000,1308000,1343000,45070,LG생활건강,051900
19,20180713,1343000,1389000,1336000,1387000,32314,LG생활건강,051900
20,20180716,1366000,1399000,1366000,1397000,27236,LG생활건강,051900
21,20180717,1381000,1393000,1349000,1353000,26984,LG생활건강,051900
22,20180718,1394000,1394000,1331000,1335000,26670,LG생활건강,051900
23,20180719,1336000,1352000,1284000,1284000,42322,LG생활건강,051900
24,20180720,1285000,1295000,1262000,1271000,34038,LG생활건강,051900
25,20180723,1271000,1292000,1265000,1273000,34345,LG생활건강,051900
26,20180724,1279000,1337000,1278000,1331000,44286,LG생활건강,051900
27,20180725,1316000,1325000,1253000,1257000,79239,LG생활건강,051900
28,20180726,1270000,1273000,1232000,1239000,37156,LG생활건강,051900
